Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link
"business","business","N/A","","","Gauteng","","South Africa"," 0731505169","hello@beinghuman.cx","https://www.beinghuman.cx/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7db853d570c43707",""
"business","Business management consultant","IT Business","2nd Floor, Building A, Knightsbridge, 33 Sloane St, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0114627450","info@itbusiness.co.za","http://www.itbusiness.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6ed3ed82afd309c3",""
"business","business","N/A","","","Gauteng","","South Africa"," 0814596678","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbec10fcee8347913",""
"business","Advertising agency","Main Straight Office Park, Bryanston","2940 Winnie Mandela Dr, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4864cc82ccd4b4",""
"business","Real estate developer","The Braes","193 Bryanston Dr, Bryanston, Johannesburg, 2001","Johannesburg","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2b117b0eb2062a6d",""
"business","Consultant","Oak Business Solutions (Pty) Ltd","1 Wedgewood Link Rd, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0101406642","info@oakbiz.co.za","https://www.oakbiz.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x72d5e52c98f7479f",""
"business","business","N/A","","","Gauteng","","South Africa"," 0678713960","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2d0aa1038f7d2916",""
"business","Business management consultant","Tenurey Bespoke Advisory","22 Kildoon Rd, Bryanston, Johannesburg, 2055","Johannesburg","Gauteng","","South Africa"," 0114694842","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x53e697171361eed",""
"business","business","N/A","","","Gauteng","","South Africa"," 0826067227","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x39c708cb1ac2517f",""
"business","business","N/A","","","Gauteng","","South Africa"," 0828783029","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf645f0c424ca6031",""
"business","business","Bryanston","Sandton, 2191","Sandton","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbeb533755a3527fd",""
"business","business","N/A","","","Gauteng","","South Africa"," 0824661451","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7b602b3c5c7141b",""
"business","Business park","Bryanston Gate","71 Homestead Ave, Bryanston, Johannesburg, 2191","Johannesburg","Gauteng","","South Africa"," 0113273910","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xda8b8f0326a71162",""
"business","business","N/A","","","Gauteng","","South Africa"," 0731505169","hello@beinghuman.cx","https://www.beinghuman.cx/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7db853d570c43707",""
"business","business","N/A","","","Gauteng","","South Africa"," 0832227368","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xafd2e227dea2ecf1",""
"business","Office space rental agency","The Station Office Bryanston","63 Peter Place, Bryanston, Sandton, 2021","Sandton","Gauteng","","South Africa"," 0114635455","info@thestationoffice.co.za","http://www.thestationoffice.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8d8c49febdc10abd",""
"business","business","N/A","","","Gauteng","","South Africa"," 0817812237","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8dada380e9029482",""
"business","Corporate office","The Campus","Ground Floor, 57 Sloane St, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0115758822","","http://thecampus.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7d15631b3cb8cd5c",""
"business","Office space rental agency","The Campus","Main Rd, Bryanston, Midrand, 2191","Midrand","Gauteng","","South Africa"," 0115758822","","https://thecampus.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x76f3b71aa3d74d7d",""
"business","business","N/A","","","Gauteng","","South Africa"," 0824661451","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x52ca6ecc854be712",""
"business","Business park","Regus - Johannesburg Bryanston The Campus","Ground Floor, The Campus, Twickenham Building, Cnr Main , Sloane St, Bryanston, Johannesburg, 2021","Johannesburg","Gauteng","","South Africa"," 0115756000","","https://www.regus.com/en-gb/south-africa/johannesburg/bryanston-the-campus-638?utm_source>>u003dyext_places_gmb>>u0026utm_medium>>u003dplaces>>u0026utm_campaign>>u003dyext_traffic>>u0026utm_content>>u003d638","","","https://maps.google.com/?hl=en_US&cid=0x0:0x82a7f241078ffe5e",""
"business","Business management consultant","Business Intelligent","20 Georgian Cres E, Bryanston, 2191","Bryanston","Gauteng","","South Africa"," 0842444129","","http://www.businessintelligent.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xee952d34b0c411c1",""
"business","business","N/A","","","Gauteng","","South Africa"," 0785098470","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xdaa9cc84daa1b2f5",""
"business","Business park","41 on Sloane","Sandton, 2191, 41 Sloane St, Bryanston, Johannesburg, 2191","Johannesburg","Gauteng","","South Africa"," 0110542500","hello@41sloane.co.za","https://41sloane.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x52b17b766f61f0e7",""
"business","business","N/A","","","Gauteng","","South Africa"," 0832905370","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x263d7c720bb3d836",""
"business","Corporate office","The Main Straight - Campari","392 Main Rd, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0112584000","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x38c9d96d307bf03c",""
"business","business","N/A","","","Gauteng","","South Africa"," 0826067227","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x39c708cb1ac2517f",""
"business","Advertising agency","Main Straight Office Park, Bryanston","2940 Winnie Mandela Dr, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4864cc82ccd4b4",""
"business","business","N/A","","","Gauteng","","South Africa"," 0711236771","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8deed57fe370948d",""
"business","business","Bryanston","Sandton, 2191","Sandton","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbeb533755a3527fd",""
"business","business","N/A","","","Gauteng","","South Africa"," 0814596678","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbec10fcee8347913",""
"business","Office space rental agency","Cube Workspace Bryanston","1 Wedgewood Link Rd, Bryanston, Johannesburg, 2191","Johannesburg","Gauteng","","South Africa"," 0861112823","info@cubeworkspace.co.za","http://cubeworkspace.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x481368131dd81341",""
"business","business","N/A","","","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2f42b135428384a9",""
"business","Corporate office","Stonewedge Office Park","1 Wedgelink Rd, Bryanston, Johannesburg, 2031","Johannesburg","Gauteng","","South Africa"," 0116763000","","http://www.tourvest.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8dbd56a700c10e8d",""
"business","business","N/A","","","Gauteng","","South Africa"," 0829591022","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x620ce0ca96f7bdce",""
"business","business","N/A","","","Gauteng","","South Africa"," 0110516228","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x47ee12cbd00eb98a",""
"business","business","N/A","","","Gauteng","","South Africa"," 0829946324","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xc9e5f3ce9e24c829",""
"business","business","N/A","","","Gauteng","","South Africa"," 0769031149","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd1c047e78dee01ed",""
"business","Real estate developer","The Braes","193 Bryanston Dr, Bryanston, Johannesburg, 2001","Johannesburg","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2b117b0eb2062a6d",""
"business","Real estate agent","Regus - Johannesburg, Bryanston Cedarwoods","Ballywoods Office Pk, 33 Ballyclare Dr, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0100075700","","https://www.regus.com/en-gb/south-africa/bryanston/bryanston-cedarwood-house-4323?utm_source>>u003dyext_places_gmb>>u0026utm_medium>>u003dplaces>>u0026utm_campaign>>u003dyext_traffic>>u0026utm_content>>u003d4323","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4ca9394dfc887f3d",""
"business","Business management consultant","Simply Agile","129 Coleraine Dr, Bryanston, Sandton, 2057","Sandton","Gauteng","","South Africa"," 0836260005","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xaaa3cf6d960f07a1",""
"business","business","N/A","","","Gauteng","","South Africa"," 0731505169","hello@beinghuman.cx","https://www.beinghuman.cx/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7db853d570c43707",""
"business","Business management consultant","UNHU Business Solutions","22 Sloane St, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0671338169","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x58e8f8e4ee744870",""
"business","Corporate office","The Campus","Ground Floor, 57 Sloane St, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0115758822","","http://thecampus.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7d15631b3cb8cd5c",""
"business","Computer consultant","BUI","3012 Winnie Mandela Dr, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0116562862","","http://www.bui.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x888fd94f437f0855",""
"business","Business management consultant","Total Business Consulting","39A Bruton Rd, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0114634549","info@totalbusinessconsulting.co.za","http://totalbusinessconsulting.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xdcee173d86cb0e7",""
"business","Corporate office","Platino Vida - Digital Solutions  Brand Innovation Company","205 Rivonia Rd, Morningside, Sandton, 2057","Sandton","Gauteng","","South Africa"," 0101410032","welcome@platinovida.com","http://platinovida.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf333d042a65c3813",""
"business","business","N/A","","","Gauteng","","South Africa"," 0814596678","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbec10fcee8347913",""
"business","Business management consultant","Zynetix Technology Group","39l North Rd, Morningside, Sandton, 2057","Sandton","Gauteng","","South Africa"," 0861017420","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x35ccfd82e1e88877",""
"business","Computer support and services","Servtech IT Solutions","90 Rivonia Rd, Edenburg, Sandton, 2057","Sandton","Gauteng","","South Africa"," 0107466830","engitech@oceanthemes.net","https://servtechits.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x59c873cf9c6bd857",""
"business","Business management consultant","Trapeace Solutions (Pty) Ltd","1A Carol Ann Ln, Morningside, Sandton, 2057","Sandton","Gauteng","","South Africa"," 0112341803","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x45d3efb503ea48b8",""
"business","business","N/A","","","Gauteng","","South Africa"," 0832905370","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x263d7c720bb3d836",""
"business","Business management consultant","Quency Advisory  Training Services Pty Ltd","Unit L1, Pinewood Office Park, 33, Riley Road Woodmead, Johannesburg, 2057","Johannesburg","Gauteng","","South Africa"," 0112349017","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xaac48c2432bae3b0",""
"business","","Proserv South Africa","20 Georgian Crescent, Hampton Office Park Bridgeport House 1st floor, Bryanston, 2057","Sandton","Gauteng","","South Africa"," 0117000400","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9b250ce1dc9bd82f",""
"business","Doctor","Hampton Office Park","20 Georgian Cres E, Bryanston East, Johannesburg, 2191","Johannesburg","Gauteng","","South Africa"," 0118756541","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8ac25efce7c5f585",""
"business","Consultant","Oak Business Solutions (Pty) Ltd","1 Wedgewood Link Rd, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0101406642","info@oakbiz.co.za","https://www.oakbiz.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x72d5e52c98f7479f",""
"business","Office space rental agency","Nicol Main Office Park Building A","2 Bruton Rd, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0112913147","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbf16112e797b91d5",""
"business","Accounting firm","Lehne Consulting LLC","90 Rivonia Rd, Sandhurst, Sandton, 2057>>u200b","Sandton","Gauteng","","South Africa"," +15614187889","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x1a68a3ad0f1d913d",""
"business","business","Bryanston","Sandton, 2191","Sandton","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbeb533755a3527fd",""
"business","Software company","Skhomo Technologies","495 Summit Rd, Morningside, Sandton, 2057","Sandton","Gauteng","","South Africa"," 0110536076","info@skhomotech.co.za","http://www.skhomotech.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xee433631dd7b1fae",""
"business","Business management consultant","Milele Group","Unit 3, 1st Floor, Parc Nicol, Office Park Bryanston","Sandton","Gauteng","","South Africa"," 0114635554","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa5854296fd9aef80",""
"business","business","N/A","","","Gauteng","","South Africa"," 0828783029","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf645f0c424ca6031",""
"business","Business management consultant","CTW consulting","8 West Hertford Rd, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0812837077","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe0d7b3ec6f164be4",""
"business","Advertising agency","OOB Business","Gaunt Ave, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa","","administrator@oob.busi","http://oob.business/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd597693212a5fd92",""
"business","business","N/A","","","Gauteng","","South Africa"," 0714205411","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xcd222b16b3cb3890",""
"business","Business management consultant","Office Executives","Cedarwood House, Ballywood Office Park, 33 Ballyclare Dr, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0100075812","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5d15655530e88098",""
"business","business","N/A","","","Gauteng","","South Africa"," 0826067227","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x39c708cb1ac2517f",""
"business","Business management consultant","Innovation Boutique","Hobart Road, Bryanston, Johannesburg, 2191","Johannesburg","Gauteng","","South Africa"," 0105911251","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf27ec95161913c6c",""
"business","Business management consultant","Startabizz","No. 22 on sloane, Bryanston, Johannesburg","Johannesburg","Gauteng","","South Africa"," 0823543712","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xb3bcd526524494d3",""
"business","business","N/A","","","Gauteng","","South Africa"," 0832905370","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x263d7c720bb3d836",""
"business","Business management consultant","IGNIŌTHRIVE","Peter Place, Bryanston, Johannesburg, 2060","Johannesburg","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4eb9e060bed41a72",""
"business","Business management consultant","Synergist","Ground Floor, Cedarwood House, Ballywoods Office Park, 33 Ballyclare Dr, Bryanston, Sandton, 2060","Sandton","Gauteng","","South Africa"," 0115400224","","http://www.synergistgroup.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xb3ce46f09b691bf8",""
"business","Business management consultant","Business Intelligent","20 Georgian Cres E, Bryanston, 2191","Bryanston","Gauteng","","South Africa"," 0842444129","","http://www.businessintelligent.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xee952d34b0c411c1",""
"business","Accounting firm","BENCHMARK","Benchmark, 37 Halifax St, Bryanston, Sandton, 2060","Sandton","Gauteng","","South Africa"," 0114634556","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xcf1569d008417413",""
"business","Consultant","Lemveli Consulting","1st Floor, Block A, 30 Peter Place, Bryanston, Sandton, 2060","Sandton","Gauteng","","South Africa"," 0723767434","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3e698549c33cbf66",""
"business","Corporate office","Nexus Sustainability","Block G, Coachman’s Crossing Office Park, 4 Brian St, Lyme Park, Sandton, 2060","Sandton","Gauteng","","South Africa"," 0110541677","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2bf0f4af1dcd5777",""
"business","business","N/A","","","Gauteng","","South Africa"," 0637977786","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xced6570a7e5f33a",""
"business","Information services","Insight Driven Enterprise","4 Karen St, Bryanston, Sandton, 2060","Sandton","Gauteng","","South Africa"," 0105932004","","http://www.insightdriven.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x85c13ace8df9a703",""
"business","business","N/A","","","Gauteng","","South Africa"," 0828783029","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf645f0c424ca6031",""
"business","business","N/A","","","Gauteng","","South Africa"," 0736852380","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2ed470cb67e860dc",""
"business","business","N/A","","","Gauteng","","South Africa"," 0824661451","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7b602b3c5c7141b",""
"business","Computer consultant","BUI","3012 Winnie Mandela Dr, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0116562862","","http://www.bui.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x888fd94f437f0855",""
"business","Corporate office","FlouriVite Bioceuticals | Bryanston | Johannesburg | RSA","2021 Bryanston Dr, Bryanston, Sandton, 2021","Sandton","Gauteng","","South Africa"," 0787073848","","https://flourivite.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe49cbe8fab15101",""
"business","business","N/A","","","Gauteng","","South Africa"," 0785098470","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xdaa9cc84daa1b2f5",""
"business","business","N/A","","","Gauteng","","South Africa"," 0105000980","support@synburst.com","https://synburst.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7ca10b78b024565c",""
"business","Financial consultant","BRONWYN BOTHA","Suite 118B, Cramerview Village Centre, 277 Main Rd, Bryanston, Sandton, 2060","Sandton","Gauteng","","South Africa"," 0117066466","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x1269d1a2361eb958",""
"business","business","Bryanston","Sandton, 2191","Sandton","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbeb533755a3527fd",""
"business","Engineering consultant","Bosch East Africa","block g, Office Park, 54 Peter Place, Bryanston, Randburg, 2060","Randburg","Gauteng","","South Africa"," 0117064558","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9fc7b4b517bb2aae",""
"business","business","N/A","","","Gauteng","","South Africa"," 0814596678","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbec10fcee8347913",""
"business","Business park","Silver Stream","Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa0e519d0f2350880",""
"business","business","N/A","","","Gauteng","","South Africa"," 0731505169","hello@beinghuman.cx","https://www.beinghuman.cx/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7db853d570c43707",""
"business","business","N/A","","","Gauteng","","South Africa"," 0829334144","info@bizmod.co.za","http://bizmod.co.za/index.php/contact","","","https://maps.google.com/?hl=en_US&cid=0x0:0xc08118ae0582c14a",""
"business","business","N/A","","","Gauteng","","South Africa"," 0824257959","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x34f7d52789674f7",""
"business","business","N/A","","","Gauteng","","South Africa"," 0829591022","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x620ce0ca96f7bdce",""
"business","Information services","EndCode","Silky Oaks House, Bally Oaks Office Park, 35 Ballyclare Dr, Bryanston, Johannesburg, 2060","Johannesburg","Gauteng","","South Africa"," 0114634594","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7e910ac5a0dd0cc",""
"business","business","N/A","","","Gauteng","","South Africa"," 0671456926","","https://www.facebook.com/ABISocialmediamarketing","","","https://maps.google.com/?hl=en_US&cid=0x0:0xc90e643e3cb3b31e",""
"business","business","N/A","","","Gauteng","","South Africa"," 0714205411","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xcd222b16b3cb3890",""
"business","Business management consultant","IT Business","2nd Floor, Building A, Knightsbridge, 33 Sloane St, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0114627450","info@itbusiness.co.za","http://www.itbusiness.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6ed3ed82afd309c3",""
"business","BPO company","Serite Associates","Sloane St , Winnie Mandela Dr, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0101101402","info@azaniaca.co.za","http://seriteca.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xb30f12266d4fbe10",""
"business","Corporate office","The Campus","Ground Floor, 57 Sloane St, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0115758822","","http://thecampus.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7d15631b3cb8cd5c",""
"business","Software company","PRP Solutions","Building 9, Somerset Office Park, 5 Libertas Rd, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0861000476","","https://www.prpsolutions.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2bfddb9a63d046e0",""
"business","Business management consultant","Milele Group","Unit 3, 1st Floor, Parc Nicol, Office Park Bryanston","Sandton","Gauteng","","South Africa"," 0114635554","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa5854296fd9aef80",""
"business","Office space rental agency","The Campus","Main Rd, Bryanston, Midrand, 2191","Midrand","Gauteng","","South Africa"," 0115758822","","https://thecampus.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x76f3b71aa3d74d7d",""
"business","Business management consultant","Innovation Boutique","Hobart Road, Bryanston, Johannesburg, 2191","Johannesburg","Gauteng","","South Africa"," 0105911251","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf27ec95161913c6c",""
"business","Office space rental agency","Cube Workspace Bryanston","1 Wedgewood Link Rd, Bryanston, Johannesburg, 2191","Johannesburg","Gauteng","","South Africa"," 0861112823","info@cubeworkspace.co.za","http://cubeworkspace.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x481368131dd81341",""
"business","Holding company","C I M S South Africa (Pty) Ltd","25A Eaton Ave, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0114638723","","http://www.cimssa.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xc82427c362ad8888",""
"business","Corporate office","Stonewedge Office Park","1 Wedgelink Rd, Bryanston, Johannesburg, 2031","Johannesburg","Gauteng","","South Africa"," 0116763000","","http://www.tourvest.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8dbd56a700c10e8d",""
"business","Business management consultant","Shiko Consulting","22 Sloane St, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0620860616","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x89a7a01166db02cb",""
"business","Tax consultant","Foreign Company Setup South Africa","57 Sloane St, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0114670810","","https://foreigncompany.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe1819acad5f367ae",""
"business","Business management consultant","SAPRO Africa","Block B, Knightsbridge Office Park, 33 Sloane St, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0101572342","hr@sapro.com","https://www.sapro.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa9bd8c64b7af8aaf",""
"business","Software company","Data Sciences Corporation (Pty) Ltd.","3 Georgian Cres W, Bryanston East, Johannesburg, 2191","Johannesburg","Gauteng","","South Africa"," 0861777372","info@datasciences.co.za","http://www.datasciences.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xb146e5e42d96159c",""
"business","Software company","Simang Group (PTY) Ltd","Hampton Office Park, 1st Floor, Devon House, 20 Georgian Cres E, Bryanston East, Johannesburg, 2152","Johannesburg","Gauteng","","South Africa"," 0118821392","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x1013bb64fae499e4",""
"business","Marketing agency","Google, Johannesburg","Building E, Ballyoaks Office Park, 35 Ballyclare Dr, Johannesburg, 2021","Johannesburg","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8caaabb3684fceb1",""
"business","Recruiter","Wood","Building 2, Silver Stream Business Park, 10 Muswell Rd S, Johannesburg, 2021","Johannesburg","Gauteng","","South Africa"," 0118407300","investor.relations@woodplc.com","http://www.woodplc.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x84f8835e3e84b32d",""
"business","Software company","Nutcracker","1st Floor, HIghbury House, Hamptons Office Park, 20 Georgian Cres E, Bryanston, Sandton, 2021","Sandton","Gauteng","","South Africa"," 0105934688","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xb2889e22713c137f",""
"business","Software company","The CRM Team","Microsoft Corporate Hill Office Park, 3012 Winnie Mandela Dr, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0100155123","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x487dc6836e52d90f",""
"business","business","N/A","","","Gauteng","","South Africa"," 0731505169","hello@beinghuman.cx","https://www.beinghuman.cx/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7db853d570c43707",""
"business","business","N/A","","","Gauteng","","South Africa"," 0814596678","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbec10fcee8347913",""
"business","Business management consultant","Business Intelligent","20 Georgian Cres E, Bryanston, 2191","Bryanston","Gauteng","","South Africa"," 0842444129","","http://www.businessintelligent.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xee952d34b0c411c1",""
"business","Business management consultant","ChangeFolio","Spaces Design Quarter, Leslie Rd, Fourways, Johannesburg, 2067","Johannesburg","Gauteng","","South Africa"," 0872502233","","https://changefolio.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3a58516482b4f3c2",""
"business","Advertising agency","OOB Business","Gaunt Ave, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa","","administrator@oob.busi","http://oob.business/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd597693212a5fd92",""
"business","Office space rental agency","Parc Nicol","3001 Winnie Mandela Dr, Bryanston, Johannesburg, 2031","Johannesburg","Gauteng","","South Africa","","","https://www.swindon.co.za/agent/cassandra-boshoff","","","https://maps.google.com/?hl=en_US&cid=0x0:0xb9f6787dd5c37b5e",""
"business","Business management consultant","Office Executives","Cedarwood House, Ballywood Office Park, 33 Ballyclare Dr, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0100075812","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5d15655530e88098",""
"business","Office space rental agency","Nicol Main Office Park Building A","2 Bruton Rd, Bryanston, Sandton, 2191","Sandton","Gauteng","","South Africa"," 0112913147","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbf16112e797b91d5",""
