Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link
"business","","NB Antelop","10th St, Welverdiend, Carletonville, 2499","Carletonville","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa19a103e90dc6d98",""
"business","Tax consultant","Tupo Business Services","South St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0760761350","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5ef891f3a062d068",""
"business","Logistics service","Amanti Logistix","15 1st Avenue, Welverdiend, Welverdiend AH, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0614378887","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4a88f49f39591853",""
"business","Corporate office","MTM Steel  Aluminium","36 Varkenslaagte Farm, Welverdiend AH, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0732501274","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x11d083ceb12d479a",""
"business","Wholesaler","Viva Bedding","Blaauwbank Industria, Welverdiend, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187844400","","http://www.medispine.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe8ec45c94f7b9f31",""
"business","Livestock producer","Teetee","118 23rd Ave, Welverdiend, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0817679881","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd0532330b802abba",""
"business","","Carletonville Town Council","Welverdiend AH, Carletonville, 2499","Carletonville","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2d4280309d90ce3b",""
"business","Association / Organization","NineteenTwelve Holdings","3 5th Ave, Welverdiend, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0877000618","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xeeb0c3d2ab57942a",""
"business","Guest house","Carletonville Contractors Accommodation","100 Dolomite Dr, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0823753335","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x461fc547e69c6af9",""
"business","Gas station","CALTEX WELVERDIEND MOTORS","117 10th Ave, Welverdiend, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187844488","","https://caltex.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x765c89b9232da44b",""
"business","business","2495","Carletonville","Carletonville","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe3eb39dc563ca20b",""
"business","Manufacturer","M M E Manufacturing Co. (Pty) Ltd.","28 Skag St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187886674","info@mmelifting.com","http://www.mmelifting.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa0a2c1ca04882e19",""
"business","Pharmacy","S Buys Wholesaler","Corner Radium , Kaolin St, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187882075","","http://www.sbuys.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd29ecb469d916d88",""
"business","Manufacturer","StitchWise (pty) Ltd","1 Nursery Rd, Carletonville, 2501","Carletonville","Gauteng","","South Africa"," 0187885835","sales@stitchwise.co.za","http://www.stitchwise.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x53cc8d094ee91ebc",""
"business","Mechanical engineer","Carleton Engineering Services","23 Botha St, Pretoriusrus, Oberholzer, 2499","Oberholzer","Gauteng","","South Africa"," 0187883117","","http://www.carletonengineering.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x63912cfc10c209bc",""
"business","Construction company","Robtek","Watersedge Plot, 31 Central Rd, Waters Edge AH, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187861903","admin@robtek.co.za","http://robtek.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9cdfd4fbd1e5f285",""
"business","Mining equipment","SPH Kundalila - Carletonville","3 Haulage St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187872010","kgomotso@ctv.sphgroup.co.za","https://www.sphkundalila.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x15bb1177c8682161",""
"business","Construction company","Banach","122 Coronation St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0103500440","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x505694fe46147512",""
"business","Home goods store","EDURA","5 Emerald St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0184140063","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8e9b23fe03dec401",""
"business","Recording studio","2499 Records","8 Northend Grove, New village, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0660178412","o.@R.aR","https://grocafrica.com/u/4ff41840","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd4846b0b52f2ec2c",""
"business","Construction company","Banach","122 Coronation St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0103500440","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x505694fe46147512",""
"business","Tax consultant","Tupo Business Services","South St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0760761350","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5ef891f3a062d068",""
"business","Mining company","D  S Mining","Railway St, Oberholzer, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187861960","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x69e1c0cd27f8ef50",""
"business","","Solidariteit Dienskantoor - Carltonville","74 Van Zyl Smit St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187884861","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8fee440ff41f373f",""
"business","Engineering consultant","Data Service Agency","Protea Building, 2, 6 Palladium St, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0619894148","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6ae789990b7e61e9",""
"business","Accounting firm","TWH Accountants  Tax Consultants","60 Eggo Jan St, Oberholzer, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0714932822","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x33e7f0715d9dfe5a",""
"business","Environmental consultant","Shimmyrosa Holdings(Pty)Ltd","No13, Aloe St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0725102529","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf349d06268c269b2",""
"business","","Phakamisa Hard Rock Mining","R500 2 Simonville Carletonville, Westonaria, 2500","Westonaria","Gauteng","","South Africa"," 0180120075","admin@phakamisahrm.com","https://phakamisahrm.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x962e4cbeb2f63d08",""
"business","Internet marketing service","Visual Store","No5 Blesbok St, Eden village, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0726107319","hkardaliyen@gmail.com","https://mohaumoeti.wordpress.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x639ef90caae5f746",""
"business","Insurance agency","Sanlam","70 Annan Rd, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187886628","prospects@sanlam.co.za","http://www.sanlam.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9a48250c449b41a6",""
"business","Security service","Quatro Gladiator Security Services","35 Ada St, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187884338","webmaster@gladiator.co.za","http://www.gladiator.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x794175ceb99ac91a",""
"business","Software company","Techtravellux","Blyvooruitzicht, 1 4th Ave, West Wits, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0721408109","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4760e11fe6d6250d",""
"business","Real estate agency","RE/MAX Gold - Carletonville","Shop 4, 3A Ada St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187863850","","http://www.gold.remax.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9ce03d20ea1ed817",""
"business","Law firm","R.T. Tshifura Attorneys Inc.","30 Van Zyl Smit St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187862071","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x622e251bcc1d648d",""
"business","Financial consultant","ULTRAFIN FINANCIAL SOLUTIONS","61 Adorp St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187872512","admin@ultrafin.co.za","http://www.ultrafin.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbe92c349c04cdb79",""
"business","Engineering consultant","Masijame Pty Ltd","29 Calcite Cres, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0792853923","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xeb77e101d7d53b48",""
"business","Law firm","TA Dipudi Attorneys","35 South St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187875583","","http://www.tadipudiattorneys.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6729d7aadcbdd086",""
"business","Attorney referral service","Bungane GCN Attorney","61 Juliana St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187863677","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x28bf0c4dcdb2738a",""
"business","business","Gauteng","","","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6d9ee7c7cb5438e2",""
"business","Lawyer","A Lingani Attorneys","50 Van Zyl Smit St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0781942701","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2bb5a1a4784d05bd",""
"business","Manufacturer","M M E Manufacturing Co. (Pty) Ltd.","28 Skag St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187886674","info@mmelifting.com","http://www.mmelifting.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa0a2c1ca04882e19",""
"business","Mining company","G.F. Mining Supplies","23 Iridium St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187885868","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd60f2e7246b84112",""
"business","Steel fabricator","Steel Services  Allied Industries Pty Ltd","10 Footwall St, New Industrial Area, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187872059","lawrenceb@steelservices.co.za","http://www.steelservices.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa0b97153cfcc51e8",""
"business","Hardware store","Juli's Den","11 Osmium St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0798970775","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6fa2700141d3ae36",""
"business","Protective clothing supplier","Carletonville Hydraulics (Pty) Ltd","19 Skag St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187882317","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x38f40e982b8fea05",""
"business","Pharmacy","S Buys Group","S Buys Business Park, S Buys Business Park, Cr Kaolin  Radium Street, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187882075","","http://www.sbuys.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7dbcf2334d6bf37",""
"business","Pharmacy","S Buys Wholesaler","Corner Radium , Kaolin St, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187882075","","http://www.sbuys.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd29ecb469d916d88",""
"business","Mining company","Mine Mechanisation and Equipment (Pty) Ltd Umusa Mining","Doornfontein Gold Mine","Carletonville","Gauteng","","South Africa"," 0187891000","","http://www.mmei.co/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xdacedeb8b1e48549",""
"business","Home goods store","EDURA","5 Emerald St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0184140063","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8e9b23fe03dec401",""
"business","Mining company","G.F. Mining Supplies","23 Iridium St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187885868","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd60f2e7246b84112",""
"business","Security service","Quatro Gladiator Security Services","35 Ada St, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187884338","webmaster@gladiator.co.za","http://www.gladiator.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x794175ceb99ac91a",""
"business","Steel fabricator","Steel Services  Allied Industries Pty Ltd","10 Footwall St, New Industrial Area, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187872059","lawrenceb@steelservices.co.za","http://www.steelservices.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa0b97153cfcc51e8",""
"business","Construction company","Technical Diagnostic Services","13 Kleim St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187458227","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x84feb8b7cf4fee2d",""
"business","Corporate office","Protea 1","6 Palladium St, Carletonville, 2500","Carletonville","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x96b527ebf525b74c",""
"business","Pharmacy","S Buys Wholesaler","Corner Radium , Kaolin St, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187882075","","http://www.sbuys.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd29ecb469d916d88",""
"business","Print shop","Carletonville Press (Pty) Ltd","21 Botha St, Pretoriusrus, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187872091","","http://www.carletonvillepress.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe3a294ac0dbda84c",""
"business","Guest house","Carletonville Contractors Accommodation","100 Dolomite Dr, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0823753335","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x461fc547e69c6af9",""
"business","Pharmacy","S Buys Group","S Buys Business Park, S Buys Business Park, Cr Kaolin  Radium Street, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187882075","","http://www.sbuys.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7dbcf2334d6bf37",""
"business","Construction company","Lehlume Trading Enterprise Pty","5 Kernite St, Ext2, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0737716504","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa84e70ccb6e6d550",""
"business","Mine","Sibanye Shared Services Main offices","5176 R501, Carletonville, 2499","Carletonville","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6d30f5d16bb23830",""
"business","Business center","Montalto","Palladium St, Carletonville, 2500","Carletonville","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x9d37747e1409a3df",""
"business","Law firm","TA Dipudi Attorneys","35 South St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187875583","","http://www.tadipudiattorneys.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6729d7aadcbdd086",""
"business","","DJ Car Rental","Dolomite Dr, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187885081","info@kwikweb.co.za","https://www.djcarrentals.co.za/wcontact.php","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbd013c6b1df8c698",""
"business","Internet marketing service","Visual Store","No5 Blesbok St, Eden village, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0726107319","hkardaliyen@gmail.com","https://mohaumoeti.wordpress.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x639ef90caae5f746",""
"business","Lawyer","Thipe Thema Attorneys Incorporated","50 Van Zyl Smit St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0761117867","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xec0270220c00f787",""
"business","Tax consultant","Tupo Business Services","South St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0760761350","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5ef891f3a062d068",""
"business","Courthouse","Magistrate Court Carletonville","64 Van Zyl Smit St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187882341","TeTladi@justice.gov.za","https://www.justice.gov.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x830e0f090331eba1",""
"business","Civil engineering company","VTSI BUSINESS ENTERPRISE","Ext 5, 6 Zinnia Pl, Carletonville, 2299","Carletonville","Gauteng","","South Africa"," 0723755873","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x4270fea09532b243",""
"business","business","Carletonville","2499","Carletonville","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3a31d121b19a4d11",""
"business","Manufacturer","M M E Manufacturing Co. (Pty) Ltd.","28 Skag St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187886674","info@mmelifting.com","http://www.mmelifting.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa0a2c1ca04882e19",""
"business","Hardware store","Juli's Den","11 Osmium St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0798970775","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6fa2700141d3ae36",""
"business","Home goods store","EDURA","5 Emerald St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0184140063","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8e9b23fe03dec401",""
"business","Construction company","BIDS INVESTMENTS (PTY) LTD","25 Skag St, Carletonville, 2499","Carletonville","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf1de178646b45a53",""
"business","Sportswear store","Power Stores (Pty) Ltd","6 Amethyst St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187862513","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x1cfd9ec608e9c1ba",""
"business","Hardware store","CTH TOOLS","33 Botha St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0837822802","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xbf78691efb259781",""
"business","Photography service","Foto First Carletonville","Shop 5 Edgars Building, Flint St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187883388","contacto@tiendeo.com","https://www.tiendeo.co.za/stores/carletonville/foto-first-flint-street/23135","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3a24a28a03d43b39",""
"business","Second hand store","Cash Crusaders Carletonville","Shop 8, Ackermans Centre, Emerald St, Johannesburg West, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187884812","appliancerepairs@cashcrusaders.co.za","https://cashcrusaders.co.za/storedetails?loc>>u003d>>u0026id>>u003d>>u0026layout>>u003dloc>>u003dCash%20Crusaders%20Carletonville>>u0026locationid>>u003d15c0abb4-0050-45d8-b57d-386af5cb54d8","","","https://maps.google.com/?hl=en_US&cid=0x0:0x125db95038274c97",""
"business","Butcher shop","New Meat Market Butcher","8 Station St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0792757877","","http://www.newmeatmarket.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xb31bf7d0805a9f99",""
"business","Mining company","G.F. Mining Supplies","23 Iridium St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187885868","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd60f2e7246b84112",""
"business","Construction company","BIDS INVESTMENTS (PTY) LTD","25 Skag St, Carletonville, 2499","Carletonville","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf1de178646b45a53",""
"business","Pharmacy","S Buys Group","S Buys Business Park, S Buys Business Park, Cr Kaolin  Radium Street, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187882075","","http://www.sbuys.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7dbcf2334d6bf37",""
"business","Construction company","MMC GROUP","59 Agate St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187882480","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x66a6bbb25f4b71eb",""
"business","Waste management service","Look Buy","18 Ada St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0744646234","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x927fc479edf739eb",""
"business","Mine","Sibanye Shared Services Main offices","5176 R501, Carletonville, 2499","Carletonville","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x6d30f5d16bb23830",""
"business","Air conditioning contractor","Million-Air Services Carletonville (Pty) Ltd","62 Railway St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187861026","info@million-airservices.com","https://million-airservices.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd58da08e5616cbc0",""
"business","Tax consultant","Tupo Business Services","South St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0760761350","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x5ef891f3a062d068",""
"business","Clothing store","Gateway Mall","Annan Rd, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187885540","gateway@capland.co.za","https://www.capland.co.za/property-portfolio/gateway-mall-carletonville-gauteng/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe8999802526a00b1",""
"business","Security service","Quatro Gladiator Security Services","35 Ada St, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187884338","webmaster@gladiator.co.za","http://www.gladiator.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x794175ceb99ac91a",""
"business","Loan agency","Tshepang Business Enterprise","11 Osmium St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187872254","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x15190003dfc41db4",""
"business","Second hand store","Cash For Appliances (Pty)Ltd.","53 Annan Rd, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0849025414","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xec3d1583d1740834",""
"business","Labor union","MINEWORKERS PROVIDENT FUND","Office No. 2, S-Buys Business Park, Kaolin St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0101003190","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x61cd81185537ec9c",""
"business","Protective clothing supplier","Carletonville Hydraulics (Pty) Ltd","19 Skag St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187882317","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x38f40e982b8fea05",""
"business","Government hospital","Carletonville Traffic Department","Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187889712","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3239c3f617b3cb41",""
"business","Construction company","Lehlume Trading Enterprise Pty","5 Kernite St, Ext2, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0737716504","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa84e70ccb6e6d550",""
"business","Labor union","Association of Mineworkers and Construction Union","Mantalto Building, 04 Palladium St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0180110385","headoffice@amcu.co.za","http://amcu.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x1594a406bfa50114",""
"business","Pharmacy","S Buys Wholesaler","Corner Radium , Kaolin St, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187882075","","http://www.sbuys.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd29ecb469d916d88",""
"business","Gas station","Edwards And Young (Eday Gas)","1 Station St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0765179631","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7ffc05a7c18aa321",""
"business","business","South Africa","","","Gauteng","","South Africa","","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe85d630c1fa4e8a0",""
"business","Recording studio","2499 Records","8 Northend Grove, New village, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0660178412","o.@R.aR","https://grocafrica.com/u/4ff41840","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd4846b0b52f2ec2c",""
"business","Chemical manufacturer","OCF","30 Station St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0795152140","","http://the-ocf.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x41a2c7a0053ec78c",""
"business","Commercial printer","Doctrate business","2430 Tswana section, Khutsong, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0786943934","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x2358816e2cdad419",""
"business","Home goods store","EDURA","5 Emerald St, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0184140063","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8e9b23fe03dec401",""
"business","Water filter supplier","Afrique water carletonville","42 Van Zyl Smit St, Oberholzer, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0849972417","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xba52b2e35802f863",""
"business","General store","Sunrise Wholesale","42 Van Zyl Smit St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187862765","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd10ce66be07cb0a5",""
"business","Gas station","Sasol Carletonville","59 Dolomite Dr, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0823942084","","http://www.sasol.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xc4735f1c047f4510",""
"business","Print shop","Carletonville Press (Pty) Ltd","21 Botha St, Pretoriusrus, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187872091","","http://www.carletonvillepress.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xe3a294ac0dbda84c",""
"business","Grocery store","SPAR Three Monkeys","53 Van Zyl Smit St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187886233","","https://www.spar.co.za/Store-Finder","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa7e8b16b1ec94547",""
"business","School","Murray and Robrerts Training Academy","Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0820534930","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x303b2e5072ab303f",""
"business","","Cementation Bentley Park","Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0112015000","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0xa13dfe35d66bd201",""
"business","Security service","Quatro Gladiator Security Services","35 Ada St, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187884338","webmaster@gladiator.co.za","http://www.gladiator.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x794175ceb99ac91a",""
"business","Government hospital","Carletonville Traffic Department","Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187889712","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x3239c3f617b3cb41",""
"business","Mining company","Bentley Park 2500","Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187817032","","http://www.murrob.com/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xf2483c23c8c358de",""
"business","Pharmacy","S Buys Group","S Buys Business Park, S Buys Business Park, Cr Kaolin  Radium Street, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187882075","","http://www.sbuys.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0x7dbcf2334d6bf37",""
"business","Pharmacy","S Buys Wholesaler","Corner Radium , Kaolin St, Carletonville, 2500","Carletonville","Gauteng","","South Africa"," 0187882075","","http://www.sbuys.co.za/","","","https://maps.google.com/?hl=en_US&cid=0x0:0xd29ecb469d916d88",""
"business","","Solidariteit Dienskantoor - Carltonville","74 Van Zyl Smit St, Oberholzer, Carletonville, 2499","Carletonville","Gauteng","","South Africa"," 0187884861","","","","","https://maps.google.com/?hl=en_US&cid=0x0:0x8fee440ff41f373f",""
